과목,문항,인용파일,인용줄,판정,실제/추정줄,오프셋,비고,심각도
과목4,117,4과목_맞춤형화장품의이해_표준형.md,1442,EXACT,1442,0,,정상
과목4,118,화장품법 시행규칙(총리령)(제02109호)(20260402).md,511,EXACT,511,0,,정상
과목4,119,화장품법(법률)(제20901호)(20260402).md,399,WRONGFILE_다른파일,873,,실제: 1과목_화장품법의이해_표준형.md L873 ,교정필요(파일오류)
과목4,120,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1115,EXACT,1115,0,,정상
과목4,121,4과목_맞춤형화장품의이해_표준형.md,2425,EXACT,2425,0,,정상
과목4,122,4과목_맞춤형화장품의이해_표준형.md,1151,EXACT,1151,0,,정상
과목4,123,4과목_맞춤형화장품의이해_표준형.md,1375,EXACT,1375,0,,정상
과목4,124,4과목_맞춤형화장품의이해_표준형.md,1184,EXACT,1184,0,,정상
과목4,125,4과목_맞춤형화장품의이해_표준형.md,1145,NOTFOUND_재작성,1145,,원문 미발견(요약형) ,참고(요약형근거)
과목4,126,4과목_맞춤형화장품의이해_표준형.md,1379,SHORT_RAT,1379,,근거 짧음,정상(짧은근거/계산)
과목4,127,4과목_맞춤형화장품의이해_표준형.md,1148,EXACT,1148,0,,정상
과목4,128,4과목_맞춤형화장품의이해_표준형.md,4494,EXACT,4494,0,,정상
과목4,129,4과목_맞춤형화장품의이해_표준형.md,610,EXACT,610,0,,정상
과목4,130,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1123,EXACT,1123,0,,정상
과목4,131,4과목_맞춤형화장품의이해_표준형.md,1165,EXACT,1165,0,,정상
과목4,132,4과목_맞춤형화장품의이해_표준형.md,2414,EXACT,2414,0,,정상
과목4,133,4과목_맞춤형화장품의이해_표준형.md,2956,EXACT,2956,0,,정상
과목4,134,4과목_맞춤형화장품의이해_표준형.md,2956,EXACT,2956,0,,정상
과목4,135,4과목_맞춤형화장품의이해_표준형.md,1224,EXACT,1224,0,,정상
과목4,136,4과목_맞춤형화장품의이해_표준형.md,2464,EXACT,2464,0,,정상
과목4,137,4과목_맞춤형화장품의이해_표준형.md,2806,EXACT,2806,0,,정상
과목4,138,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1441,EXACT,1441,0,,정상
과목4,139,4과목_맞춤형화장품의이해_표준형.md,1370,EXACT,1370,0,,정상
과목4,140,4과목_맞춤형화장품의이해_표준형.md,1388,SHORT_RAT,1388,,근거 짧음,정상(짧은근거/계산)
과목4,141,4과목_맞춤형화장품의이해_표준형.md,601,EXACT,601,0,,정상
과목4,142,2과목_제조및품질관리_표준형.md,1091,NOTFOUND_재작성,1091,,원문 미발견(요약형) ,참고(요약형근거)
과목4,143,4과목_맞춤형화장품의이해_표준형.md,2671,EXACT,2671,0,,정상
과목4,144,4과목_맞춤형화장품의이해_표준형.md,1223,EXACT,1223,0,,정상
과목4,145,4과목_맞춤형화장품의이해_표준형.md,619,EXACT,619,0,,정상
과목4,146,4과목_맞춤형화장품의이해_표준형.md,1567,EXACT,1567,0,,정상
과목4,147,4과목_맞춤형화장품의이해_표준형.md,2633,EXACT,2633,0,,정상
과목4,148,4과목_맞춤형화장품의이해_표준형.md,1451,EXACT,1451,0,,정상
과목4,149,4과목_맞춤형화장품의이해_표준형.md,600,EXACT,600,0,,정상
과목4,150,4과목_맞춤형화장품의이해_표준형.md,619,EXACT,619,0,,정상
과목4,151,4과목_맞춤형화장품의이해_표준형.md,2418,EXACT,2418,0,,정상
과목4,152,화장품법(법률)(제20901호)(20260402).md,349,EXACT,349,0,,정상
과목4,153,4과목_맞춤형화장품의이해_표준형.md,1392,EXACT,1392,0,,정상
과목4,154,4과목_맞춤형화장품의이해_표준형.md,1184,EXACT,1184,0,,정상
과목4,155,4과목_맞춤형화장품의이해_표준형.md,558,EXACT,558,0,,정상
과목4,156,기능성화장품 심사에 관한 규정(식품의약품안전처고시)(제2025-88호)(20251216).md,2635,EXACT,2635,0,,정상
과목4,157,4과목_맞춤형화장품의이해_표준형.md,1183,EXACT,1183,0,,정상
과목4,158,4과목_맞춤형화장품의이해_표준형.md,2211,EXACT,2211,0,,정상
과목4,159,4과목_맞춤형화장품의이해_표준형.md,1683,EXACT,1683,0,,정상
과목4,160,4과목_맞춤형화장품의이해_표준형.md,2786,EXACT,2786,0,,정상
과목4,161,4과목_맞춤형화장품의이해_표준형.md,1442,EXACT,1442,0,,정상
과목4,162,4과목_맞춤형화장품의이해_표준형.md,610,EXACT,610,0,,정상
과목4,163,4과목_맞춤형화장품의이해_표준형.md,2555,EXACT,2555,0,,정상
과목4,164,기능성화장품 심사에 관한 규정(식품의약품안전처고시)(제2025-88호)(20251216).md,225,WRONGLINE_같은파일,221,-4,올바른 줄=L221 ,경미(헤더offset)
과목4,165,4과목_맞춤형화장품의이해_표준형.md,3295,EXACT,3295,0,,정상
과목4,166,4과목_맞춤형화장품의이해_표준형.md,1232,EXACT,1232,0,,정상
과목4,167,4과목_맞춤형화장품의이해_표준형.md,2784,EXACT,2784,0,,정상
과목4,168,4과목_맞춤형화장품의이해_표준형.md,1337,NOTFOUND_재작성,1337,,원문 미발견(요약형) ,참고(요약형근거)
과목4,169,4과목_맞춤형화장품의이해_표준형.md,123,EXACT,123,0,,정상
과목4,170,4과목_맞춤형화장품의이해_표준형.md,95,EXACT,95,0,,정상
과목4,171,4과목_맞춤형화장품의이해_표준형.md,1114,EXACT,1114,0,,정상
과목4,172,4과목_맞춤형화장품의이해_표준형.md,2797,EXACT,2797,0,,정상
과목4,173,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,174,4과목_맞춤형화장품의이해_표준형.md,1208,EXACT,1208,0,,정상
과목4,175,4과목_맞춤형화장품의이해_표준형.md,611,EXACT,611,0,,정상
과목4,176,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,177,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,178,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,179,4과목_맞춤형화장품의이해_표준형.md,1396,EXACT,1396,0,,정상
과목4,180,4과목_맞춤형화장품의이해_표준형.md,96,EXACT,96,0,,정상
과목4,181,4과목_맞춤형화장품의이해_표준형.md,653,EXACT,653,0,,정상
과목4,182,4과목_맞춤형화장품의이해_표준형.md,597,EXACT,597,0,,정상
과목4,183,4과목_맞춤형화장품의이해_표준형.md,1114,EXACT,1114,0,,정상
과목4,184,화장품법(법률)(제20901호)(20260402).md,31,EXACT,31,0,,정상
과목4,185,4과목_맞춤형화장품의이해_표준형.md,658,EXACT,658,0,,정상
과목4,186,화장품법(법률)(제20901호)(20260402).md,33,EXACT,33,0,,정상
과목4,187,화장품법(법률)(제20901호)(20260402).md,399,WRONGFILE_다른파일,873,,실제: 1과목_화장품법의이해_표준형.md L873 ,교정필요(파일오류)
과목4,188,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1149,EXACT,1149,0,,정상
과목4,189,4과목_맞춤형화장품의이해_표준형.md,1451,EXACT,1451,0,,정상
과목4,190,4과목_맞춤형화장품의이해_표준형.md,906,EXACT,906,0,,정상
과목4,191,4과목_맞춤형화장품의이해_표준형.md,133,EXACT,133,0,,정상
과목4,192,4과목_맞춤형화장품의이해_표준형.md,1686,EXACT,1686,0,,정상
과목4,193,4과목_맞춤형화장품의이해_표준형.md,597,EXACT,597,0,,정상
과목4,194,4과목_맞춤형화장품의이해_표준형.md,1466,EXACT,1466,0,,정상
과목4,195,4과목_맞춤형화장품의이해_표준형.md,494,EXACT,494,0,,정상
과목4,196,4과목_맞춤형화장품의이해_표준형.md,1366,EXACT,1366,0,,정상
과목4,197,화장품법(법률)(제20901호)(20260402).md,393,EXACT,393,0,,정상
과목4,198,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,199,화장품법(법률)(제20901호)(20260402).md,349,EXACT,349,0,,정상
과목4,200,4과목_맞춤형화장품의이해_표준형.md,1130,EXACT,1130,0,,정상
과목4,201,화장품법(법률)(제20901호)(20260402).md,39,EXACT,39,0,,정상
